ID,LastName,FirstName,HireDate,HireTime
573,Gonzalez,Harold,6/26/2018,14:13:00
574,Jayne,Marilynn,8/11/2018,17:27:00
575,Lange,Patricia,8/26/2018,9:09:00
576,Gonzalez,Richard,8/5/2018,13:12:00
577,Stephens,Kathy,7/7/2018,11:18:00
578,Lovelace,Kayla,7/19/2018,14:25:00
579,Alexander,Manuel,9/3/2018,20:34:00
580,Priest,Edith,8/18/2018,18:22:00
581,Lessard,Edward,5/11/2018,15:57:00
582,Mattson,Michael,7/18/2018,11:23:00
583,Martin,Peter,5/13/2018,17:27:00
584,Wright,Dana,7/14/2018,12:42:00
585,Smith,Sarah,8/5/2018,8:27:00
586,Kinsler,Denise,9/27/2018,13:16:00
587,Plante,Benjamin,7/6/2018,7:48:00
588,Burns,Leonard,6/15/2018,11:21:00
589,Motyka,Deborah,7/15/2018,13:39:00
590,Batts,Dave,9/14/2018,13:58:00
591,Gallagher,Minnie,6/18/2018,12:28:00
592,Frisbie,Margaret,7/31/2018,9:41:00
593,Daise,Martin,6/25/2018,13:15:00
594,Quillen,Victoria,5/27/2018,7:18:00
595,Cano,Nancy,6/2/2018,17:49:00
596,Lee,Amanda,6/26/2018,20:13:00
597,Fuller,Tommy,6/27/2018,7:27:00
598,Graves,Anna,7/23/2018,19:34:00
599,Morrow,Don,8/28/2018,7:56:00
600,Skidmore,Randall,5/27/2018,19:02:00
601,Bell,Helen,5/31/2018,20:36:00
602,Hufford,Teresa,7/5/2018,9:34:00
603,Hayes,Tommy,7/1/2018,17:43:00
604,Harris,Stephen,5/12/2018,10:26:00
605,Ballinger,Thomas,9/27/2018,10:17:00
606,Riley,Elizabeth,6/25/2018,16:39:00
607,Heritage,Kevin,6/18/2018,10:44:00
608,Vent,Cynthia,5/17/2018,15:26:00
609,Karn,Steven,6/15/2018,16:50:00
610,Delcastillo,Roberta,7/28/2018,12:54:00
611,Burton,Antonio,7/6/2018,11:18:00
612,Wares,Jessica,5/13/2018,11:05:00
613,Keith,Ana,6/21/2018,18:17:00
614,Burnham,Thomas,6/23/2018,8:55:00
615,Trent,Keith,9/27/2018,9:27:00
616,Quintanilla,Rodney,9/6/2018,19:06:00
617,Walsh,Vanessa,9/24/2018,19:53:00
618,Nelson,Judy,8/5/2018,16:28:00
619,Moralez,Raymond,5/20/2018,15:09:00
620,Howerton,Ted,9/27/2018,10:35:00
621,Nay,Nell,9/16/2018,11:09:00
622,Rose,Nancy,8/12/2018,17:41:00
623,Washington,Leslie,9/28/2018,17:33:00
624,Danielsen,Cameron,7/23/2018,16:38:00
625,Thomas,John,6/29/2018,10:39:00
626,Jackson,Jessica,7/24/2018,14:34:00
627,Tonkin,Ronald,5/26/2018,20:51:00
628,Nale,Thomas,6/23/2018,15:15:00
629,Hitchcock,Bridgette,6/14/2018,18:34:00
630,Chatten,Todd,6/3/2018,9:09:00
631,Kuboushek,Valerie,9/4/2018,9:46:00
632,Mosley,Rachel,5/12/2018,13:03:00
633,Marsh,James,9/16/2018,10:21:00
634,Offutt,Aida,5/30/2018,8:06:00
635,James,Luisa,8/29/2018,16:35:00
636,Belcher,Deborah,7/23/2018,7:11:00
637,Dunn,Yvonne,9/20/2018,12:37:00
638,Northrup,Walter,5/15/2018,8:51:00
639,Allen,Paul,6/17/2018,14:27:00
640,Mcgee,Harold,6/2/2018,12:49:00
641,Talarico,Melvin,8/6/2018,14:43:00
642,Crow,Gloria,8/10/2018,14:50:00
643,Busby,Dianne,5/9/2018,14:50:00
644,Lynch,Roberta,8/7/2018,13:27:00
645,Griffin,Tony,6/13/2018,9:44:00
646,Dunn,Betty,7/31/2018,16:08:00
647,Castellanos,Robert,5/29/2018,15:15:00
648,Kemp,Frederick,9/13/2018,13:00:00
649,Haugh,Juan,7/27/2018,16:12:00
650,Mccarthy,Rose,10/3/2018,17:08:00
651,Lam,Mark,7/29/2018,17:38:00
652,Nordin,Jessica,7/4/2018,9:08:00
653,Harrington,John,5/23/2018,9:19:00
654,Carey,Earl,8/31/2018,12:56:00
655,Ferguson,Jeffrey,5/19/2018,8:51:00
656,Sellers,Paul,7/31/2018,16:39:00
657,Ball,Jesse,9/25/2018,7:28:00
658,Lawrence,Anthony,6/28/2018,14:21:00
659,Blok,Cathleen,8/31/2018,8:00:00
660,Ramos,Barbara,6/16/2018,16:40:00
661,Brogdon,Joella,10/1/2018,17:29:00
662,Denison,James,6/1/2018,17:54:00
663,Shipps,Greg,8/6/2018,13:59:00
664,Komer,James,7/12/2018,8:29:00
665,Ashmore,Rene,5/25/2018,13:45:00
666,Scroggins,Mary,10/2/2018,15:21:00
667,Dirienzo,John,9/23/2018,7:16:00
668,Pedroza,Emma,6/16/2018,7:35:00
669,Sutton,George,8/20/2018,14:21:00
670,Mehling,Jaime,6/30/2018,17:43:00
671,Berlinski,Rodger,8/9/2018,12:12:00
672,Marnell,Henry,5/16/2018,20:04:00
673,Burns,Edward,7/17/2018,19:31:00
674,Johnson,Duane,9/30/2018,19:14:00
675,Cooper,Robert,8/28/2018,16:58:00
676,Castaneda,Carol,8/1/2018,15:18:00
677,Romo,Scott,9/21/2018,16:44:00
678,Felipe,Jerry,6/30/2018,11:46:00
679,Williams,Edna,8/6/2018,10:04:00
680,Zhou,Gina,9/11/2018,16:23:00
681,Sanchez,Joseph,7/18/2018,18:14:00
682,Chandler,Tommie,7/21/2018,14:34:00
683,Depaola,Pamela,8/18/2018,16:19:00
684,Tracy,Debbie,5/18/2018,20:45:00
685,Reid,Perry,5/25/2018,12:07:00
686,Haveman,Jerry,6/15/2018,16:33:00
687,Minjares,Jan,9/6/2018,16:42:00
688,Robinson,Sarah,8/22/2018,20:02:00
689,Miller,Louise,7/9/2018,9:40:00
690,Rowe,Michelle,9/17/2018,12:54:00
691,Mitchell,Elmer,5/28/2018,16:12:00
692,Padilla,Enrique,7/12/2018,20:43:00
693,Winter,Marcia,6/4/2018,9:19:00
694,Dorsey,Evelyn,5/11/2018,17:54:00
695,Moeller,Rebecca,5/6/2018,14:59:00
696,Jividen,Cathy,8/8/2018,18:58:00
697,Herzog,Linda,7/26/2018,10:13:00
698,Bernard,Helen,6/21/2018,12:44:00
699,Williamson,Jonathan,5/27/2018,12:01:00
700,Sibrel,Rose,6/23/2018,18:15:00
701,Sawyer,Charlene,9/9/2018,15:13:00
702,Hacher,Dustin,7/9/2018,14:29:00
703,Cleveland,Henry,6/27/2018,8:47:00
704,Mclemore,Jena,5/22/2018,15:11:00
705,Lawrence,Denise,9/24/2018,13:49:00
706,Musso,Larry,6/14/2018,15:51:00
707,Sayles,Christopher,8/14/2018,10:40:00
708,Marin,David,7/18/2018,10:49:00
709,Ford,Margaret,5/7/2018,12:03:00
710,Riddick,Gary,8/26/2018,12:53:00
711,Shabazz,James,5/13/2018,14:51:00
712,Gilstad,Nancy,6/24/2018,15:43:00
713,Adkins,Briana,5/19/2018,10:56:00
714,Rosales,Hazel,5/9/2018,12:27:00
715,Larkin,Michael,6/13/2018,14:46:00
716,Young,Wanda,6/29/2018,19:55:00
717,Bertholf,Craig,5/23/2018,20:04:00
718,Perez,Melinda,6/12/2018,18:48:00
719,Edwards,Catherine,9/8/2018,19:47:00
720,Eye,Tara,9/24/2018,17:43:00
721,Stephens,Emma,7/18/2018,20:50:00
722,Stewart,Lindsay,7/11/2018,19:13:00
723,Valerio,John,8/12/2018,12:03:00
724,Jones,Marion,6/29/2018,17:58:00
725,Jones,Jo,8/9/2018,10:32:00
726,Spencer,Joseph,6/28/2018,18:43:00
727,Melton,Krista,5/19/2018,18:06:00
728,Elkins,Antonia,8/23/2018,20:25:00
729,Maroun,Lester,5/22/2018,17:49:00
730,Black,Glenda,5/16/2018,8:16:00
731,Larrabee,Ethel,9/1/2018,19:44:00
732,Avellino,Laurence,8/15/2018,9:27:00
733,Kato,June,7/10/2018,14:00:00
734,Cartwright,Andrew,7/3/2018,14:05:00
735,Lee,Adrianne,10/3/2018,18:11:00
736,Barrett,Cheryl,9/29/2018,8:43:00
737,Roses,Raymond,9/11/2018,12:18:00
738,Murray,Sean,9/9/2018,19:26:00
739,Mcghee,Eric,8/19/2018,18:08:00
740,Ehret,Edna,9/9/2018,15:54:00
741,Tsang,Ben,6/12/2018,11:49:00
742,Sanchez,Carlota,7/4/2018,11:01:00
743,West,Raymond,8/7/2018,17:05:00
744,Kilkenny,Oliver,10/2/2018,13:57:00
745,Parham,Alison,9/17/2018,10:49:00
746,Ogren,Kristin,5/22/2018,11:22:00
747,Villanueva,Elsie,7/21/2018,14:30:00
748,Dumont,Earl,7/15/2018,14:27:00
749,Nicks,Pauline,6/28/2018,15:16:00
750,Miles,Cynthia,5/29/2018,7:11:00
751,Holmes,Michael,9/6/2018,8:10:00
752,Orlando,Joseph,7/13/2018,19:15:00
753,Jobe,Joshua,6/22/2018,12:22:00
754,Oakes,Jason,9/15/2018,8:10:00
755,Burns,Cynthia,10/2/2018,7:02:00
756,Langham,Kathy,6/2/2018,8:46:00
757,Morales,Robert,5/27/2018,10:00:00
758,Miller,August,9/4/2018,20:45:00
759,Reese,Kenneth,7/1/2018,15:58:00
760,Brownlee,Aaron,6/1/2018,15:33:00
761,Grady,Vida,7/25/2018,13:55:00
762,Owens,Sandra,7/21/2018,14:13:00
763,Hopper,Douglas,8/20/2018,15:58:00
764,Hinkel,Jessica,9/6/2018,12:14:00
765,Ricciardi,Stephanie,9/22/2018,11:14:00
766,Gates,Leon,8/9/2018,20:40:00
767,Crock,Richard,10/3/2018,9:17:00
768,Huber,Luke,8/28/2018,16:26:00
769,Campbell,Richard,6/27/2018,7:55:00
770,Monhollen,Laura,9/22/2018,14:33:00
771,Stalker,Dorothy,8/24/2018,10:44:00
772,Pena,Harold,6/3/2018,7:28:00
773,Burrell,Maria,9/13/2018,8:12:00
774,Thompson,William,7/16/2018,11:01:00
775,Larsen,Jean,5/26/2018,13:26:00
776,Corsi,Nancy,9/19/2018,20:31:00
777,Elliot,Mary,5/25/2018,12:01:00
778,Swinson,Tommy,5/6/2018,9:30:00
779,Cosby,Elizabeth,9/21/2018,8:42:00
780,Cox,Sylvia,9/14/2018,7:21:00
781,Schmidt,Brandon,5/24/2018,12:17:00
782,Selman,Bill,8/8/2018,17:49:00
783,Courter,Diana,5/17/2018,9:53:00
784,Makins,Amanda,9/29/2018,18:56:00
785,Harris,Ruth,9/18/2018,11:30:00
786,Cummings,Lillian,9/6/2018,20:06:00
787,Grigg,Joshua,6/19/2018,7:46:00
788,Koller,Cory,8/4/2018,12:51:00
789,Ware,Kevin,6/28/2018,20:55:00
790,Smith,Lawrence,5/24/2018,19:30:00
791,Perry,Vena,7/26/2018,7:55:00
792,Redel,Sean,5/31/2018,11:58:00
793,Young,Thomas,5/11/2018,11:20:00
794,Forrest,Randall,8/18/2018,14:37:00
795,Lee,Joseph,9/8/2018,17:08:00
796,Stormo,Scott,5/30/2018,13:27:00
797,Swales,Rocky,8/12/2018,10:08:00
798,Daisley,Jason,8/29/2018,18:26:00
799,Washington,Richard,8/28/2018,18:40:00
800,Thomas,Mildred,9/3/2018,10:35:00
801,Ellis,Domingo,5/19/2018,20:25:00
802,Bird,Samuel,8/11/2018,9:37:00
803,Darby,Boyce,8/21/2018,9:18:00
804,Rafferty,Thomas,6/20/2018,8:30:00
805,Cormier,John,9/16/2018,16:34:00
806,Tovar,Myra,8/16/2018,20:31:00
807,Mallet,Elma,5/17/2018,16:10:00
808,Held,Maria,9/10/2018,19:09:00
809,Newman,Mary,9/7/2018,7:20:00
810,Meldahl,Dwight,7/20/2018,13:27:00
811,Nichols,Missy,9/29/2018,19:14:00
812,Duran,Patricia,9/22/2018,20:28:00
813,Nitkowski,Don,7/5/2018,10:06:00
814,Mielke,Michael,9/30/2018,7:19:00
815,Bogart,Paul,6/14/2018,10:45:00
816,Snyder,Jon,5/31/2018,10:30:00
817,Yuengling,Henry,6/9/2018,19:15:00
818,Brown,Karen,7/13/2018,12:29:00
819,White,Eric,9/7/2018,10:41:00
820,Laws,Gail,8/18/2018,10:33:00
821,Williams,George,5/6/2018,17:38:00
822,Cowell,Frank,9/7/2018,10:02:00
823,Clingerman,David,8/19/2018,19:08:00
824,Davis,Clara,9/30/2018,12:27:00
825,Spitzer,Lakeisha,5/24/2018,15:20:00
826,Martin,Bobbie,9/10/2018,18:48:00
827,Haug,Joanna,7/2/2018,20:46:00
828,Litchfield,Joanne,8/4/2018,10:30:00
829,Steenken,Marie,5/22/2018,16:42:00
830,Stewart,Linda,8/7/2018,9:51:00
831,Grimm,Reginald,9/8/2018,13:35:00
832,Goddard,Mabel,6/15/2018,20:16:00
833,Guenther,Micheal,7/26/2018,20:16:00
834,Brotherson,Marcos,5/10/2018,12:13:00
835,Delacruz,Nina,6/13/2018,19:55:00
836,Spratt,Marla,5/30/2018,17:42:00
837,Hall,Valentin,8/19/2018,16:35:00
838,Carter,Maile,8/29/2018,11:05:00
839,Slocum,Joann,8/5/2018,9:38:00
840,Cahill,Willard,8/15/2018,17:57:00
841,Pace,Betty,8/17/2018,19:53:00
842,Maas,Robert,6/10/2018,10:24:00
843,Martin,Jonathon,5/22/2018,18:41:00
844,Faucette,Salvador,7/3/2018,18:58:00
845,Evans,Ina,8/25/2018,16:28:00
846,Kennelly,Wanda,5/23/2018,16:58:00
847,Scott,Victor,7/12/2018,18:06:00
848,Caravati,Frank,6/2/2018,9:23:00
849,Marks,Jackie,7/14/2018,11:08:00
850,Barnhart,Angie,7/5/2018,17:50:00
851,Baldwin,Ann,7/7/2018,20:59:00
852,Watson,Toby,9/28/2018,14:30:00
853,Nielson,Mark,9/28/2018,20:03:00
854,Collinsworth,Michael,7/16/2018,13:16:00
855,Alicea,Rosemary,8/30/2018,12:55:00
856,Bryant,Jenelle,8/21/2018,20:31:00
857,Demateo,Kim,7/13/2018,17:53:00
858,Gonzalez,Elroy,8/30/2018,15:29:00
859,Keller,Pablo,8/23/2018,10:28:00
860,Flores,Thelma,9/24/2018,8:28:00
861,Bivins,Don,9/10/2018,14:12:00
862,Green,Bridget,6/19/2018,13:23:00
863,Maslow,Brendan,5/10/2018,7:16:00
864,Sledge,Conrad,7/22/2018,19:09:00
865,Brown,Lowell,9/27/2018,8:30:00
866,Steinberg,Thomas,6/17/2018,7:05:00
867,Allen,Laura,10/1/2018,7:39:00
868,Taylor,Kevin,5/15/2018,19:09:00
869,Barrios,Rick,9/23/2018,20:50:00
870,Ortiz,Denise,8/9/2018,18:01:00
871,Cauthen,Paul,5/22/2018,9:48:00
872,James,Malcolm,8/25/2018,18:15:00
873,Dina,Richard,8/29/2018,14:44:00
874,Dismukes,Robert,5/29/2018,10:19:00
875,Espinosa,Ashley,9/10/2018,11:16:00
876,Barrera,Jared,5/10/2018,18:56:00
877,Vargas,Teresa,8/25/2018,20:06:00
878,Jackson,Ann,7/20/2018,20:34:00
879,Sanchez,Betty,8/25/2018,15:31:00
880,Harper,Jena,5/14/2018,10:26:00
881,Tidwell,Christopher,8/3/2018,12:42:00
882,Braddock,Esther,6/2/2018,9:00:00
883,Brewer,Larry,8/15/2018,9:29:00
884,Williams,Ruth,6/21/2018,13:51:00
885,Johnson,Clark,6/23/2018,12:27:00
886,Thompson,Bill,8/18/2018,18:04:00
887,Davis,Helen,6/15/2018,15:02:00
888,Cartwright,Laura,7/6/2018,14:21:00
889,Poore,Alvina,8/9/2018,17:51:00
890,Chapman,Frances,8/11/2018,9:27:00
891,Failor,Mark,9/13/2018,17:30:00
892,Shaffer,Juana,5/21/2018,7:33:00
893,Jenks,Wanda,7/29/2018,14:44:00
894,Baker,Victor,9/8/2018,17:36:00
895,George,Anita,5/22/2018,12:36:00
896,Shetterly,Robert,8/2/2018,7:56:00
897,Guerra,Robert,8/11/2018,15:30:00
898,Wilson,Eleanor,8/26/2018,16:33:00
899,Sullivan,Charles,8/5/2018,15:33:00
900,Burgess,John,9/6/2018,12:25:00
901,Baker,Tina,6/22/2018,9:15:00
902,Rosa,Darryl,9/13/2018,14:06:00
903,Johnson,Gladys,6/14/2018,18:27:00
904,Morrical,Chris,6/10/2018,12:15:00
905,Vinroe,Janice,8/8/2018,10:36:00
906,Gregor,Gary,7/27/2018,15:53:00
907,Sharp,Karen,6/7/2018,16:24:00
908,Smith,Jennifer,5/18/2018,18:01:00
909,Pace,Burl,7/21/2018,8:24:00
910,Crain,Brian,9/19/2018,8:45:00
911,Lee,Benjamin,7/28/2018,10:56:00
912,Sessions,Benny,8/9/2018,20:23:00
913,Terrell,John,5/13/2018,12:46:00
914,Pantoni,Jan,5/21/2018,10:46:00
915,Herzog,James,6/23/2018,20:49:00
916,Lloyd,Earl,8/24/2018,14:13:00
917,Moses,William,6/1/2018,8:21:00
918,Goldner,Fannie,7/3/2018,10:26:00
919,Fitzpatrick,David,5/24/2018,11:24:00
920,Bennett,Robert,9/22/2018,7:35:00
921,Johnson,Traci,9/6/2018,18:41:00
922,Williams,Alice,7/27/2018,7:08:00
923,Gaddis,Beth,8/19/2018,8:49:00
924,Keith,Logan,5/18/2018,13:20:00
925,Engle,Robert,10/3/2018,19:48:00
926,Williamson,Melvin,5/6/2018,11:49:00
927,Gonzales,James,9/13/2018,16:38:00
928,Scanlon,John,8/29/2018,19:28:00
929,Johnson,Charisse,6/26/2018,9:41:00
930,Coleman,Anthony,6/12/2018,8:11:00
931,Yawn,Irene,8/3/2018,7:01:00
932,Stroud,Mary,5/30/2018,11:19:00
933,Hanes,James,7/21/2018,18:08:00
934,Jeffreys,John,8/11/2018,15:07:00
935,Matson,Soo,5/11/2018,16:45:00
936,Johnson,Gene,7/21/2018,19:27:00
937,Lett,Martha,9/24/2018,18:04:00
938,Ewart,James,9/14/2018,20:23:00
939,Lankford,Harold,8/26/2018,19:38:00
940,Ortiz,Neal,9/29/2018,10:08:00
941,Stokes,Steven,7/7/2018,9:09:00
942,Brandt,Candice,7/15/2018,7:10:00
943,Cuthbert,Helen,7/24/2018,17:41:00
944,Manzanares,Elizabeth,7/4/2018,11:11:00
945,Eubanks,Bennie,5/30/2018,15:55:00
946,Boyd,Chris,9/7/2018,16:35:00
947,Lewis,Maria,10/1/2018,13:11:00
948,Stevens,Kellie,8/19/2018,16:39:00
949,Thompson,Barry,5/23/2018,16:53:00
950,Engel,Michelle,7/27/2018,10:18:00
951,Bark,James,8/27/2018,12:59:00
952,Hughes,Joyce,9/30/2018,16:15:00
953,Adorno,Jo,7/8/2018,19:12:00
954,Pearson,Delores,6/22/2018,11:30:00
955,Green,Becky,6/18/2018,19:42:00
956,Tingley,Ethel,7/4/2018,7:53:00
957,Espinoza,Johnnie,6/21/2018,12:08:00
958,Casper,Shelley,9/26/2018,7:29:00
959,Lee,Lorene,9/12/2018,9:08:00
960,Laughlin,Scott,5/30/2018,16:30:00
961,Chilton,Brenda,6/6/2018,13:07:00
962,Goracke,Holly,8/8/2018,19:49:00
963,Rodriguez,Mathew,8/25/2018,18:40:00
964,Robinson,Dana,5/22/2018,19:44:00
965,Paz,Ricardo,7/3/2018,7:09:00
966,Phillips,Arthur,9/27/2018,7:43:00
967,Ashworth,Elizabeth,7/22/2018,7:36:00
968,Love,Noe,6/2/2018,8:00:00
969,Brunner,Michael,6/16/2018,15:07:00
970,Burns,Lula,6/12/2018,8:50:00
971,Chavez,Curtis,9/10/2018,19:48:00
972,Zimmerman,John,5/15/2018,9:55:00
973,Shotwell,Jonathan,9/23/2018,17:16:00
974,Caraway,Ronnie,6/30/2018,18:10:00
975,Fox,Christine,9/21/2018,13:04:00
976,Wright,Joseph,5/10/2018,19:28:00
977,Rice,Lee,6/22/2018,19:09:00
978,Zachary,Aida,5/18/2018,10:45:00
979,Kinchen,James,7/3/2018,10:23:00
980,Olm,Ryan,5/15/2018,18:11:00
981,Martinez,Beatrice,9/11/2018,9:59:00
982,Watts,Alejandro,6/29/2018,10:42:00
983,Evans,John,7/7/2018,12:21:00
984,Purvis,Elsie,5/18/2018,16:08:00
985,Stoltzfus,Buford,8/4/2018,15:13:00
986,Goss,Sandra,10/3/2018,8:45:00
987,Peterson,Tina,9/5/2018,9:01:00
988,Thibeault,Anita,5/26/2018,13:04:00
989,Iglesias,David,7/11/2018,10:14:00
990,Gaytan,Hazel,8/2/2018,12:09:00
991,Schreckengost,Timothy,5/23/2018,19:31:00
992,Rice,Richard,7/30/2018,15:00:00
993,Castaneda,Jennefer,7/18/2018,15:19:00
994,Glenn,Otis,8/8/2018,13:16:00
995,Ledford,Donald,9/21/2018,14:24:00
996,Molleur,Michael,7/28/2018,16:48:00
997,Monson,Terri,9/27/2018,10:15:00
998,Wu,Dorothy,6/9/2018,14:26:00
999,Foxman,Ronald,8/8/2018,19:10:00
1000,Ochwat,Ruth,9/24/2018,14:30:00

Date;Berri 1;Brйbeuf (donnйes non disponibles);Cфte-Sainte-Catherine;Maisonneuve 1;Maisonneuve 2;du Parc;Pierre-Dupuy;Rachel1;St-Urbain (donnйes non disponibles)
01/01/2012;35;;0;38;51;26;10;16;
02/01/2012;83;;1;68;153;53;6;43;
03/01/2012;135;;2;104;248;89;3;58;
04/01/2012;144;;1;116;318;111;8;61;
05/01/2012;197;;2;124;330;97;13;95;
06/01/2012;146;;0;98;244;86;4;75;
07/01/2012;98;;2;80;108;53;6;54;
08/01/2012;95;;1;62;98;64;11;63;
09/01/2012;244;;2;165;432;198;12;173;
10/01/2012;397;;3;238;563;275;18;241;
11/01/2012;273;;0;182;443;258;12;194;
12/01/2012;157;;1;134;261;137;9;63;
13/01/2012;75;;0;41;105;64;2;0;
14/01/2012;32;;0;54;56;19;0;1;
15/01/2012;54;;0;33;60;18;0;0;
16/01/2012;168;;2;136;312;137;1;0
17/01/2012;155;;0;86;256;74;0;0
18/01/2012;139;;0;66;188;68;3;0
19/01/2012;191;;1;104;248;79;3;0
20/01/2012;161;;4;96;217;67;1;1
21/01/2012;53;;0;47;70;32;1;0
22/01/2012;71;;0;41;73;35;5;0
23/01/2012;210;;6;114;357;91;6;0
24/01/2012;299;;1;189;444;174;4;0
25/01/2012;334;;1;217;453;180;4;0
26/01/2012;306;;0;215;495;191;0;1
27/01/2012;91;;5;79;204;65;0;0
28/01/2012;80;;1;61;123;33;9;1
29/01/2012;87;;1;65;132;40;7;0
30/01/2012;219;;0;146;371;152;2;0
31/01/2012;186;;1;109;324;122;0;0
01/02/2012;138;;0;100;271;71;5;0
02/02/2012;217;;5;134;345;128;2;2
03/02/2012;174;;1;103;301;111;1;1
04/02/2012;84;;0;53;119;44;8;0
05/02/2012;72;;0;46;133;54;7;0
06/02/2012;248;;1;136;425;167;10;0
07/02/2012;316;;0;209;516;225;9;0
08/02/2012;271;;0;202;503;215;4;1
09/02/2012;342;;0;227;471;231;11;0
10/02/2012;303;;1;206;478;216;6;2
11/02/2012;71;;0;63;112;49;3;0
12/02/2012;78;;0;36;91;53;5;0
13/02/2012;211;;0;175;408;207;4;0
14/02/2012;318;;0;186;504;243;9;1
15/02/2012;307;;0;180;491;232;5;1
16/02/2012;386;;1;212;569;295;10;0
17/02/2012;332;;3;237;496;260;11;1
18/02/2012;220;;1;159;280;134;30;0
19/02/2012;169;;3;110;205;113;13;2
20/02/2012;303;;2;224;470;243;14;10
21/02/2012;441;;5;292;503;286;10;6
22/02/2012;375;;10;263;501;264;12;3
23/02/2012;397;;10;293;528;329;22;13
24/02/2012;243;;4;187;313;137;4;13
25/02/2012;62;;0;48;52;18;2;5
26/02/2012;78;;0;76;47;35;4;0
27/02/2012;119;;4;94;298;134;3;5
28/02/2012;195;;0;158;350;168;9;3
29/02/2012;242;;0;164;446;190;7;4
01/03/2012;92;;0;56;199;63;0;14
02/03/2012;143;;0;56;283;77;7;1
03/03/2012;82;;0;65;133;47;2;0
04/03/2012;107;;2;79;138;60;15;0
05/03/2012;155;;1;114;363;157;8;2
06/03/2012;269;;0;192;437;170;10;0
07/03/2012;438;;3;290;715;266;28;0
08/03/2012;348;;6;238;530;270;9;9
09/03/2012;371;;8;279;575;268;8;38
10/03/2012;182;;13;162;296;165;0;58
11/03/2012;380;;60;253;540;289;0;285
12/03/2012;802;;179;618;1265;747;0;548
13/03/2012;442;;145;321;769;425;0;325
14/03/2012;469;;146;313;739;451;0;336
15/03/2012;724;;244;562;1021;631;63;565
16/03/2012;423;;149;305;695;419;9;422
17/03/2012;681;;287;422;872;468;334;1008
18/03/2012;1940;;856;1036;1923;1021;1128;2477
19/03/2012;1821;;1024;1278;2581;1609;506;2058
20/03/2012;2481;;1261;1709;3130;1955;762;2609
21/03/2012;2829;;1558;1893;3510;2225;993;2846
22/03/2012;2195;;1030;1640;2654;1958;548;2254
23/03/2012;2115;;1143;1512;2955;1791;663;2325
24/03/2012;753;;336;517;1001;635;277;1035
25/03/2012;520;;243;309;691;427;145;723
26/03/2012;968;;564;729;1493;965;130;1168
27/03/2012;1049;;517;774;1576;972;163;1207
28/03/2012;435;;179;329;709;486;28;529
29/03/2012;878;;406;646;1264;807;78;937
30/03/2012;1157;;529;910;1596;957;196;1288
31/03/2012;980;;499;587;1083;706;524;1370
01/04/2012;662;;341;442;824;471;168;1086
02/04/2012;1937;;967;1537;2853;1614;394;2122
03/04/2012;2416;;1078;1791;3556;1880;513;2450
04/04/2012;2211;;933;1674;2956;1666;274;2242
05/04/2012;2424;;1036;1823;3273;1699;355;2463
06/04/2012;1633;;650;1045;1913;975;621;2138
07/04/2012;1208;;494;739;1445;709;598;1566
08/04/2012;1164;;560;621;1333;704;792;1533
09/04/2012;828;;298;560;1048;605;65;1001
10/04/2012;2183;;909;1588;2932;1736;252;2108
11/04/2012;2328;;1049;1765;3122;1843;330;2311
12/04/2012;3064;;1483;2306;4076;2280;590;3213
13/04/2012;3341;;1505;2565;4465;2358;922;3728
14/04/2012;2890;;1072;1639;2994;1594;1284;3428
15/04/2012;2554;;1210;1637;2954;1559;1846;3604
16/04/2012;3643;;1841;2723;4830;2677;1061;3616
17/04/2012;3539;;1616;2636;4592;2450;544;3333
18/04/2012;3570;;1751;2759;4655;2534;706;3542
19/04/2012;4231;;2010;3235;5311;2877;1206;3929
20/04/2012;2087;;800;1529;2922;1531;170;2065
21/04/2012;533;;212;398;710;408;50;755
22/04/2012;1853;;487;1224;1331;654;198;1779
23/04/2012;623;;315;544;1076;612;27;846
24/04/2012;1810;;720;1355;2379;1286;188;1753
25/04/2012;2966;;1023;2228;3444;1800;445;2454
26/04/2012;2751;;1069;2196;3546;1789;381;2438
27/04/2012;1986;;743;1526;2586;1298;139;1899
28/04/2012;1684;;628;1190;1908;931;523;2323
29/04/2012;1970;;765;1212;2077;1062;702;2493
30/04/2012;3610;;1572;2825;4675;2446;851;3541
01/05/2012;1986;;815;1722;2766;1516;195;1960
02/05/2012;3724;;1677;2885;4731;2508;876;3501
03/05/2012;3698;;1618;3001;4943;2577;731;3603
04/05/2012;2511;;1163;2058;3717;1823;380;2631
05/05/2012;3492;;1366;2106;3696;1779;1677;4108
06/05/2012;3411;;1525;1815;3346;1879;2036;4633
07/05/2012;5552;;2573;3959;6355;3416;1848;5253
08/05/2012;1241;;625;991;1729;1007;119;1383
09/05/2012;3297;;1545;2700;4343;2340;737;3129
10/05/2012;2755;;1227;2130;4056;2075;399;2437
11/05/2012;4639;;1803;3663;5713;2888;1260;4499
12/05/2012;3854;;1457;2429;3894;1805;2268;4855
13/05/2012;2741;;1223;1703;3086;1592;1394;3496
14/05/2012;6189;;2709;4402;7006;3868;2215;5775
15/05/2012;3964;;1773;3144;5088;2650;975;3765
16/05/2012;4947;;2178;3681;5882;3057;1332;4348
17/05/2012;5351;;2441;4182;6551;3408;1631;4988
18/05/2012;5980;;2241;4415;6646;3196;1711;5273
19/05/2012;4732;;1454;2807;4673;1966;2914;5293
20/05/2012;5255;;1663;2730;4462;2182;4241;5539
